"leased","District","POName","UnitName","PropertyID","PropertyAddress","City","ST","ZIPCode","Occupied","Maint","EffDate","ExpDate","BldgOwn","LandOwn","TaxClause","PurchaseOption","LONbr","LOYears","LessorName","LessorAddress1","LessorAddress2","LessorAddress3","LessorCity","LessorSt","LessorZIP","IntSqFt","SiteSqFt","AnnualRent","AnnualRent.SqFt","NextRent","NextRent.SqFt","Fin.Sub","ChrgblFinNo","County","PropertyStatus","Ownership","FDBID.All.","AMSLocaleKey.All.","FDBFacilityType.All.","FDBFacilitySubtype.All.","BuildingOwnershipDescription","LandDesc","Maintenance","SpaceCertifiedIndicator","BldgOccuDate","BldgtoLandSqFtRatio"
1,"South Florida","FT LAUDERDALE","SYLVIA H ALDRIDGE STATION","113041001","400 NW 7TH AVE","FORT LAUDERDALE","FL","33311-9997","Dec-97","USPS","12/10/1997","12/11/2027","A","A","None Specified","N",NA,NA,"CITY OF FORT LAUDERDALE","REDEVELOPMENT AGENCY","100 NORTH ANDREWS AVE",NA,"FT LAUDERDALE","FL","333011085",19184,131678,160000,8.34,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western New York","KILL BUCK","MAIN OFFICE","354375002","3753 OAKWOOD ST","KILL BUCK","NY","14748-9998","Nov-94","Landlord","11/21/2014","11/20/2019","P","P","None Specified","N",1,5,"TOWN OF GREAT VALLEY","C/O ANTHONY BARRILE,","SUPERVISOR","PO BOX 427","GREAT VALLEY","NY","147410427",1250,17400,7080,5.66,8280,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ohio Valley","THORNVILLE","MAIN OFFICE","388197001","11 N MAIN ST","THORNVILLE","OH","43076-9027","Dec-65","USPS","12/1/2015","11/30/2020","P","P","Reimbursable",NA,2,10,"FIRST INC","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",2549,10890,25490,10,28039,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","WATTSBURG","MAIN OFFICE","418948001","14410 MAIN ST","WATTSBURG","PA","16442-9800","May-65","Landlord","5/1/2015","4/30/2020","P","P","None Specified",NA,NA,NA,"BERNARD E BRUMAGIN","BARBARA BRUMAGIN","13256 DOOLITTLE RD",NA,"WATTSBURG","PA","164421306",882,7142,10020,11.36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","NORTH SANDWICH","MAIN OFFICE","326180002","2 MAPLE RIDGE RD","NORTH SANDWICH","NH","03259-9998","Nov-96","Landlord","11/8/2011","11/7/2016","P","P","None Specified","N",2,10,"LOIS A CARMODY","THE NORTH SANDWICH STORE","PO BOX 128",NA,"NORTH SANDWICH","NH","32590128",576,576,14000,24.31,24600,42.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Sacramento","FARMINGTON","MAIN OFFICE SITE","52628002","25320 E HIGHWAY 4","FARMINGTON","CA","95230-9998",NA,"USPS","5/1/2013","4/30/2018","Y","Z","Percentage","N",NA,NA,"RANDALL SAKAKURA","3199 N BEECHER RD",NA,NA,"STOCKTON","CA","952159586",0,40000,10400,0.26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Indiana","KINGMAN","MAIN OFFICE","174290001","119 E STATE ST","KINGMAN","IN","47952-9998","Jan-60","Landlord","1/1/2016","12/31/2020","A","A","Reimbursable",NA,1,5,"JANE C BUSH TRUSTEE","JANE C BUSH TRUST","617 ELM PL",NA,"EDMONDS","WA","980204661",1760,7900,12500,7.1,13746,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","LARIMER","MAIN OFFICE","414476003","1370 BROWNSTOWN RD","LARIMER","PA","15647-9998","Aug-84","USPS","8/1/2014","7/31/2019","A","A","Reimbursable",NA,NA,NA,"NORTH HUNTINGDON TOWNSHIP","VOLUNTEER FIRE CO &","RELIEF ASSN NO 2","PO BOX 306","LARIMER","PA","156470306",616,6074,11900,19.32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tennessee","RUTLEDGE","MAIN OFFICE","477488002","7841 RUTLEDGE PIKE","RUTLEDGE","TN","37861-9998","Oct-96","USPS (Not Roof)","10/31/1996","10/30/2016","A","A","None Specified","Y",1,NA,"TOWN OF RUTLEDGE","PO BOX 36",NA,NA,"RUTLEDGE","TN","378610036",5003,45520,61286.75,12.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern Ohio","DALTON","MAIN OFFICE","382058001","20 W MAIN ST","DALTON","OH","44618-9801","Sep-68","Landlord","10/1/2013","9/30/2018","P","P","None Specified",NA,NA,NA,"J LEONARD SPODEK","C/O NATIONWIDE POSTAL MANAGEMENT","123 GROVE AVE STE 222",NA,"CEDARHURST","NY","115162302",2440,8540,18600,7.62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Arizona","BULLHEAD CITY","RETAIL STORE",NA,"1882 LAKESIDE DR","BULLHEAD CITY","AZ","86442-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5026,50996,NA,NA,NA,NA,"030962-G04",30962,"MOHAVE","Active","Owned",1356312,"Z10405","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","Free Land","USPS","No","4/1/1976"," 0/1"
1,"Greater Indiana","GENEVA","MAIN POST OFFICE","173201002","414 E LINE ST","GENEVA","IN","46740-9998","9-Jul","Landlord","7/1/2014","6/30/2019","A","A","None Specified",NA,NA,NA,"BANK OF GENEVA","PO BOX 278",NA,NA,"GENEVA","IN","467400278",2493,3000,12120,4.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Los Angeles","LOS ANGELES","LINCOLN HEIGHTS STATION ","54539001","3001 N BROADWAY","LOS ANGELES","CA","90031-9997","Jan-53","USPS","7/1/2013","6/30/2018","A","A","Reimbursable",NA,1,5,"ARTHUR AND GWEN HILLER","TRUSTEES OF ARTHUR G &","GWEN HILLER 1987 REV TRST","1218 BENEDICT CANYON DR","BEVERLY HILLS","CA","902102728",5022,9592,96422,19.2,106062,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Sierra Coastal","MCFARLAND","MAIN OFFICE",NA,"633 2ND ST","MC FARLAND","CA","93250-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,48500,NA,NA,NA,NA,"054644-G02",54644,"KERN","Active","Owned",1372332,"Z21915","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","1/1/1982"," 0/1"
0,"Alaska","MINTO","MAIN OFFICE MODULAR",NA,"100 3RD ST","MINTO","AK","99758-9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,0,NA,NA,NA,NA,"025772-G01",25772,"YUKON-KOYUKUK","Active","Owned",1373361,"Z10203","Post Office","Part Time Post Office (PTPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","11/1/1983","0"
1,"Philadelphia Metropolitan","SKIPPACK","MAIN OFFICE","417796002","3801 SKIPPACK PIKE","SKIPPACK","PA","19474-9914","Jan-91","USPS","1/1/2016","12/31/2020","B","B","Percentage",NA,NA,NA,"JMP PROPERTY MANAGEMENT LLC","ATTN MICHELLE LEE","7375 OLD YORK RD",NA,"MELROSE PARK","PA","190273002",2280,5380,47880,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Atlanta","BISHOP","TRAILER",NA,"4861 MACON HWY","BISHOP","GA","30621-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,0,NA,NA,NA,NA,"120792-G01",120792,"CHATTOOGA","Active","Owned",NA,NA,NA,NA,"USPS Building, Const. by USPS","Land Data on separate record","USPS","No",NA,"0"
1,"Suncoast","ORLANDO","LOCKHART BRANCH","116915045","5087 EDGEWATER DR","ORLANDO","FL","32810-9998","Aug-95","USPS (Not Roof)","1/15/2016","1/14/2021","P","P",NA,NA,2,10,"GMR PROPERTIES LLC","PO BOX 561017",NA,NA,"ORLANDO","FL","328561017",18264,42251,155259,8.5,172510,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Atlanta","FLOWERY BRANCH","MAIN OFFICE",NA,"4915 ATLANTA HWY","FLOWERY BRANCH","GA","30542-3328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9712,156467,NA,NA,NA,NA,"123311-G01",123311,"HALL","Active","Owned",1363586,"X10463","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1988"," 0/1"
1,"Western Pennsylvania","BRADENVILLE","MAIN OFFICE","410840001","1303 HIGH ST","BRADENVILLE","PA","15620-5001","Jan-61","Landlord","7/1/2014","6/30/2019","P","P","None Specified",NA,1,5,"OLGA GERA","PO BOX 355",NA,NA,"BRADENVILLE","PA","156200355",788,2488,11904,15.11,13152,16.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Rio Grande","SCHWERTNER","MPO/MODULAR BLDG",NA,"14775 FM 1105","SCHWERTNER","TX","76573-9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476,0,NA,NA,NA,NA,"488160-G01",488160,"WILLIAMSON","Active","Owned",1380973,"W25566","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","3/1/1996","0"
1,"Gulf Atlantic","HARLEM","MAIN OFFICE","124015003","335 W MILLEDGEVILLE RD","HARLEM","GA","30814-9998","Jan-99","Landlord","1/16/1999","1/15/2019","P","P","Reimbursable","Y",2,10,"WILLIAM P DOZIER JR","3738 THUNDER WAY",NA,NA,"MARIETTA","GA","300661797",6389,69654,90600,14.18,113250,17.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Mid-America","KANSAS CITY","NDC",NA,"4900 SPEAKER RD RM 221","KANSAS CITY","KS","66106-1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345746,2305152,NA,NA,NA,NA,"194654-G01",194654,"WYANDOTTE","Active","Owned",1449338,"11635","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1975"," 1/7"
1,"Gateway","EDDYVILLE","MAIN OFFICE","162346002","110 MAIN ST","EDDYVILLE","IL","62928-9998","May-84","USPS","5/14/2014","5/13/2019","A","A","Reimbursable",NA,NA,NA,"POSTAL BUILDING & LEASING CO","720 OLIVE ST. STE 1630",NA,NA,"ST LOUIS","MO","631012321",675,6600,9900,14.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Lakeland","RUSSELL","MAIN OFFICE","166912002","43410 N KILBOURNE RD","RUSSELL","IL","60075-1000","Apr-83","USPS (Not Roof)","4/1/2013","3/31/2018","A","A","None Specified",NA,1,5,"ERICH AND DIANE LADEMANN","1119 CHERRY ST",NA,NA,"DEERFIELD","IL","600152705",917,5854,12370.8,13.49,13113.39,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gateway","FIDELITY","MAIN OFFICE","162736001","304 STATE ST","FIDELITY","IL","62030-9998","Oct-76","Landlord","9/30/2012","9/29/2017","A","A",NA,NA,NA,NA,"DONNA J BUCHANAN","PO BOX 54",NA,NA,"FIDELITY","IL","620300054",420,500,3600,8.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Appalachian","AMHERSTDALE","MAIN OFFICE","550186003","25 GARRISON DR","AMHERSTDALE","WV","25607-9998","Oct-83","Landlord","10/15/2013","10/14/2018","P","P","Reimbursable",NA,NA,NA,"FDI POSTAL PROPERTIES I INC","PO BOX 659",NA,NA,"MOUNT AIRY","MD","217710659",1056,5746,14701,13.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Colorado/Wyoming","HILLSDALE","MAIN OFFICE (MODULAR)",NA,"1463 COATES AVE","HILLSDALE","WY","82060-9900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,0,NA,NA,NA,NA,"574484-G02",574484,"LARAMIE","Active","Owned",1367030,"W1B408","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","12/1/1996","0"
1,"Central Pennsylvania","NEW BUFFALO","MAIN OFFICE","415880002","13 BUFFALO CREEK RD","NEW BUFFALO","PA","17069-9800","Jul-86","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N",NA,NA,"JACK AND CAROL FRANK","SURVIVORS TRUST","33 ROCKINGHAM DR",NA,"NEWPORT BEACH","CA","926604225",928,6134,10900,11.75,12064,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","PITTSFIELD","MAIN OFFICE","416612001","128 DALRYMPLE ST","PITTSFIELD","PA","16340-9800","Aug-71","USPS (Not Roof)","8/1/2011","7/31/2016","P","P","Reimbursable","N",NA,NA,"BRUSH CREEK PARTNERS","123 GROVE AVE STE 222",NA,NA,"CEDARHURST","NY","115162302",1152,8048,9050,7.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Mid-America","MENDON","MAIN OFFICE","285208001","202 MAIN ST","MENDON","MO","64660-9998","Apr-64","Landlord","4/1/2012","3/31/2017","A","A",NA,NA,NA,NA,"DANIELS FARMS INC","PO BOX 77",NA,NA,"MENDON","MO","646600077",912,2432,6600,7.24,7200,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ft Worth","MIDLOTHIAN","MAIN OFFICE","485905002","211 E AVENUE G","MIDLOTHIAN","TX","76065-3039","Sep-99","USPS (Not Roof)","9/1/2014","8/31/2019","A","A","Reimbursable","Y",2,10,"ANTJE FRAETER","&/OR FLORIAN FRAETER","3200 NORTH OCEAN BLVD #2204",NA,"FORT LAUDERDALE","FL","333087163",8125,73200,138000,16.98,140000,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Appalachian","SCOTTSVILLE","MAIN OFFICE","518076004","110 SCOTTSVILLE CTR","SCOTTSVILLE","VA","24590-9998","6-Nov","Landlord","11/1/2006","10/31/2016","P","P","Percentage",NA,3,15,"VILLAGE SQUARE OF SCOTTSVILLE LLC","PO BOX 890",NA,NA,"SCOTTSVILLE","VA","245900890",5000,5306,33750,6.75,37150,7.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tennessee","PETROS","MAIN OFFICE","476744003","208 MAIN ST","PETROS","TN","37845-9998","Jul-94","Landlord","7/20/2011","7/31/2016","P","P",NA,NA,1,5,"PETROS LIBRARY CLUB INC","P O BOX 250",NA,NA,"PETROS","TN","378450250",960,3540,6000,6.25,6750,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Alaska","ARCTIC VILLAGE","MAIN OFFICE BLDG",NA,"9998 BRIDGE ST","ARCTIC VILLAGE","AK","99722-9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,0,NA,NA,NA,NA,"020525-G02",20525,"YUKON-KOYUKUK","Active","Owned",1353278,"Z10019","Post Office","Part Time Post Office (PTPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","2/1/2000","0"
1,"Kentuckiana","MCDOWELL","MAIN OFFICE","204900003","9571 KY ROUTE 122","MC DOWELL","KY","41647-9998","May-99","Landlord","5/11/1999","5/10/2019","P","P","Reimbursable","Y",4,20,"RISING SUN DEVELOPING INC","3011 KY RT 1426",NA,NA,"DANA","KY","416158015",4101,57125,71000,17.31,51000,12.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dakotas","WIMBLEDON","MAIN OFFICE","379360002","118 3RD AVE","WIMBLEDON","ND","58492-9998","Mar-83","USPS (Not Roof)","3/1/2013","2/28/2018","A","A","None Specified",NA,NA,NA,"BANK FORWARD","122 3RD AVENUE","PO BOX 167",NA,"WIMBLEDON","ND","584920000",928,2088,6635,7.15,7300,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Gulf Atlantic","CUTHBERT","MAIN OFFICE",NA,"23 COURT ST","CUTHBERT","GA","39840-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6836,14400,NA,NA,NA,NA,"122266-G01",122266,"RANDOLPH","Active","Owned",1360098,"X10311","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","11/1/1937"," 1/2"
1,"Louisiana","RESERVE","MAIN OFFICE","217475001","129 CENTRAL AVE","RESERVE","LA","70084-9998","May-68","Landlord","5/1/2008","4/30/2018","A","A","Reimbursable",NA,NA,NA,"ROBERT CRAIS","PO BOX 1330",NA,NA,"LAPLACE","LA","700691330",3128,18850,35292,11.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","RURAL RIDGE","MAIN OFFICE","417264001","165 LITTLE DEER CREEK RD","RURAL RIDGE","PA","15075-1001","Jan-55","Landlord","7/1/2013","6/30/2018","P","P","None Specified",NA,1,5,"DAVID W CROWELL","KATHLEEN M CROWELL","PO BOX 79",NA,"RURAL RIDGE","PA","150750079",600,1350,8028,13.38,8868,14.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"San Diego","CAMPO","MAIN OFFICE","51212001","951 JEB STUART RD","CAMPO","CA","91906-9998","Jan-55","Landlord","6/1/2011","5/31/2016","B","B","None Specified",NA,1,5,"JOHN S RAY","4616 W SAHARA AVE # 151",NA,NA,"LAS VEGAS","NV","891023654",1288,3336,13910.4,10.8,15456,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","SHANNON","MAIN OFFICE","17440002","2101 SHANNON OXMOOR RD","SHANNON","AL","35142-2000","Feb-96","Landlord","2/24/2016","2/23/2021","A","A","None Specified","Y",1,5,"JAMES M TINGLE","2325 BROOKSHIRE PL",NA,NA,"MOUNTAIN BROOK","AL","352133646",1832,31189,21300,11.63,23500,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Hawkeye","MOUNT VERNON","MAIN OFFICE","186327001","124 2ND ST SW","MOUNT VERNON","IA","52314-1600","Aug-67","Landlord","8/1/2012","7/31/2017","B","B","Reimbursable",NA,1,5,"JOY L GAARDE MORTON","AND RICHARD A MORTON","5635 E LINCOLN DR #65",NA,"PARADISE VALLEY","AZ","852534192",4697,21004,30530.5,6.5,34053.25,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dallas","GRAND PRAIRIE","FOUNTAIN STATION","483695004","505 FOUNTAIN PKWY","GRAND PRAIRIE","TX","75050-9998","Jun-90","USPS (Not Roof)","7/1/2015","6/30/2020","A","A","Reimbursable",NA,NA,NA,"DAVID POLLOW","AND PEARL POLLOW","5676 WALNUT GROVE PL",NA,"MEMPHIS","TN","381202011",5059,114520,60000,11.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Albany","KATTSKILL BAY","MAIN OFFICE",NA,"1488 PILOT KNOB RD","KATTSKILL BAY","NY","12844-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,0,NA,NA,NA,NA,"354295-G02",354295,"MACON","Active","Owned",1368719,"V14116","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No",NA,"0"
0,"Arizona","RODEO","MAIN OFFICE MODULAR",NA,"16 CUSTIE AVE","RODEO","NM","88056-9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,0,NA,NA,NA,NA,"347371-G01",347371,"HIDALGO","Active","Owned",1379735,"Z14084","Post Office","Part Time Post Office (PTPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","2/1/1997","0"
1,"Dakotas","VALE","MAIN OFFICE","468658001","304 ROSANDER AVE","VALE","SD","57788-9998","Nov-65","Landlord","11/1/2015","10/31/2020","A","A","None Specified",NA,NA,NA,"SHIRL A FIOCCHI","LISA CHESSER","MICHAEL VILCHES","349 LATROBE AVE","NORTHFIELD","IL","600933518",760,3498,5700,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"San Diego","SAN BERNARDINO","NORTH PARK STATION",NA,"4560 HALLMARK PKWY","SAN BERNARDINO","CA","92407-1886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13113,162043,NA,NA,NA,NA,"056744-G07",56728,"SAN DIEGO","Active","Owned",1375532,"Z22219","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1988"," 0/1"
0,"Richmond","JETERSVILLE","MAIN OFFICE (MODULAR)",NA,"21595 JETERSVILLE RD","JETERSVILLE","VA","23083-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,0,NA,NA,NA,NA,"514728-G01",514728,"AMELIA","Active","Owned",1368432,"X26912","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","4/1/1999","0"
1,"Greater Indiana","HEBRON","MAIN OFFICE","173729002","107 N WASHINGTON ST","HEBRON","IN","46341-9998","Jun-78","Shared","6/1/2013","5/31/2018","A","A","Reimbursable",NA,NA,NA,"GENE A BERRY","PO BOX 236",NA,NA,"LAKE VILLAGE","IN","463490236",2880,18754,20400,7.08,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","WINTERPORT","MAIN OFFICE","229855002","400 S MAIN ST","WINTERPORT","ME","04496-9998","Aug-75","Landlord","8/1/2015","7/31/2020","P","P","Reimbursable",NA,NA,NA,"M H PARSONS & SONS","LUMBER CO","PO BOX 460",NA,"YORK","ME","39090460",1856,18601,31849,17.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alaska","HOLY CROSS","MAIN OFFICE SITE","23666002","100 4TH ST","HOLY CROSS","AK","99602-9998",NA,"USPS","7/1/2000","6/30/2020","Q","Z","Reimbursable","N",2,10,"WANDA NEWMAN","208 ZAPPA PL APT 1",NA,NA,"ANCHORAGE","AK","995041583",0,8250,3000,0.36,4080,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","MITCHELL","MAIN OFFICE","125973001","6488 GA HIGHWAY 102 W","MITCHELL","GA","30820-9998","Feb-69","Landlord","2/1/2014","1/31/2019","A","A","Reimbursable",NA,NA,NA,"M L SNIDER AND","177 CAMILLE CT",NA,NA,"SANDERSVILLE","GA","310824580",1056,15000,5465,5.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ohio Valley","WESTVILLE","MAIN OFFICE","388946002","3987 W US HIGHWAY 36","WESTVILLE","OH","43083-8000","Oct-83","USPS (Not Roof)","10/1/2011","9/30/2016","P","P","Reimbursable","N",NA,NA,"NATIONWIDE REAL ESTATE INC","100 N LASALLE ST STE 1111",NA,NA,"CHICAGO","IL","606023537",624,3200,6000,9.62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Appalachian","JONESVILLE","MAIN OFFICE","514764001","169 CHURCH ST","JONESVILLE","VA","24263-9998","Dec-66","Landlord","12/1/2011","11/30/2016","P","P","Reimbursable",NA,NA,NA,"B JEAN MEADE","88 HORTON LANE",NA,NA,"MORGANTOWN","WV","265082940",3507,11750,23100,6.59,26302,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Suncoast","OSTEEN","MAIN OFFICE","117005002","100 DICKSON AVE","OSTEEN","FL","32764-9998","Sep-95","USPS","9/1/1995","8/31/2015","A","A","Reimbursable","Y",NA,NA,"CARBONE PROPERTIES","OF OSTEEN LLC","5910 LANDERBROOK DR STE 150",NA,"CLEVELAND","OH","441246500",2369,53143,38500,16.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alaska","ALAKANUK","MAIN OFFICE","20195001","500 ANDERSON ST","ALAKANUK","AK","99554-9800","1-Nov","USPS (Not Roof)","11/26/2001","11/25/2021","A","A","Reimbursable",NA,2,10,"ANDREAFSKI LTD","P O BOX 87",NA,NA,"ST MARYS","AK","996580087",2708,15000,127785,47.19,127785,47.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western New York","SARDINIA","MAIN OFFICE","357490006","12310 SAVAGE RD","SARDINIA","NY","14134-9998","Feb-99","Landlord","2/8/1999","2/7/2019","P","P","Reimbursable",NA,4,20,"THE THOMAS A ALICO TRUST","21 CAMBRIDGE COURT",NA,NA,"ORCHARD PARK","NY","141272802",1507,35196,24100,15.99,27200,18.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dakotas","RICHEY","MAIN OFFICE","297038002","101 S MAIN ST","RICHEY","MT","59259-9706","Dec-88","USPS (Not Roof)","3/1/1997","2/28/2022","A","A","Reimbursable","Y",2,10,"UNITED PO INVEST INC","123 GROVE AVE STE 222",NA,NA,"CEDARHURST","NY","115162302",1662,13985,12465,7.5,13296,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Arizona","SONOITA","MAIN OFFICE","38140003","3166 STATE HIGHWAY 83 STE 1","SONOITA","AZ","85637-9998","Dec-83","Landlord","12/1/2013","11/30/2018","A","A","None Specified",NA,NA,NA,"VERA EARL RANCH LLLP","P O BOX 227",NA,NA,"SONOITA","AZ","856370227",2344,17000,27612,11.78,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
