"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"75","Northern Ohio","CLEVELAND","BRECKSVILLE DETACHED BOX ","381666195","9009 BRECKSVILLE RD","BRECKSVILLE","OH","44141-2313","Sep-98","Landlord","9/16/1998","","E","X","None Specified","","","","CITY OF BRECKSVILLE","9069 BRECKSVILLE RD","","","BRECKSVILLE","OH","441412367","","1,100","0","$99.00 ","$0.09 ","$0.00 ","$0.00 "
"76","Northern Ohio","CLEVELAND","BROADVIEW HEIGHTS BR","381666143","2525 E ROYALTON RD STE 8","BROADVIEW HEIGHTS","OH","44147-2841","Jan-91","USPS","1/1/2011","12/31/2020","A","A","Percentage","","","","ROYALTON 2525 LTD","6055 ROCKSIDE WOODS BLVD STE 100","","","INDEPENDENCE","OH","441312317","","22,496","213,102","$175,000.00 ","$7.78 ","$0.00 ","$0.00 "
"77","Northern Ohio","CLEVELAND","BROOKLYN BR","381666043","6200 BIDDULPH RD","CLEVELAND","OH","44144-9998","Jan-67","Landlord","7/1/2012","6/30/2017","B","B","None Specified","N","1","5","JAMES W DAY","AND JAMES W DAY JR PARTNERSHIP","10720 SHERWOOD TRL","","NORTH ROYALTON","OH","441331982","","8,206","32,749","$63,000.00 ","$7.68 ","$69,000.00 ","$8.41 "
"78","Northern Ohio","CLEVELAND","BROOKLYN BR ADDL PKG","381666172","BIDDUPLY ROAD","CLEVELAND","OH","44144-9998","","Landlord","1/1/2007","","X","Z","None Specified","N","","","LOUIS FODOR, TRUSTEE","3308 LORAIN AVE","","","CLEVELAND","OH","441133792","","0","9,800","$12,000.00 ","$1.22 ","$0.00 ","$0.00 "
"79","Northern Ohio","CLEVELAND","CRANWOOD STATION ","381666146","16828 HARVARD AVE","CLEVELAND","OH","44128-2251","May-92","USPS","2/1/2014","1/31/2019","P","P","None Specified","","1","5","ECP COMMERCIAL IV LLC","C/O CORAL MANAGEMENT COMPANY LLC","ATTN: PETER L RUBIN","13219 SHAKER SQ","CLEVELAND","OH","441202314","","3,800","31,800","$14,800.00 ","$3.89 ","$16,280.00 ","$4.28 "
"80","Northern Ohio","CLEVELAND","EAST CLEVELAND BR","381666072","1700 SHAW AVE","CLEVELAND","OH","44112-9998","Oct-90","USPS (Not Roof)","8/1/2014","7/31/2019","P","P","None Specified","","1","5","ROSENBERG AND LIPFIELD","ASSOCIATES","C/O MITCHELL LIPFIELD","390 N FEDERAL HWY","DEERFIELD BEACH","FL","334412232","","20,737","61,563","$27,180.00 ","$1.31 ","$29,898.00 ","$1.44 "
"81","Northern Ohio","CLEVELAND","EUCLID BR","381666005","21551 EUCLID AVE","EUCLID","OH","44117-9998","Dec-61","USPS","12/1/2011","11/30/2016","B","B","Reimbursable","","1","5","ROBERT NOVEMBER","C/O ROBIN GOLDBERG","45 STONEWOOD DR","","MORELAND HILLS","OH","440221037","","5,144","20,176","$23,100.00 ","$4.49 ","$24,900.00 ","$4.84 "
"82","Northern Ohio","CLEVELAND","EUCLID BR PARKING","381666177","21551 EUCLID AVE","CLEVELAND","OH","44117-9998","","Landlord","12/1/2011","11/30/2016","X","Z","None Specified","","1","","CLEVELAND BUDDHIST","TEMPLE","1573 E 214TH ST","","EUCLID","OH","441171517","","0","500","$4,320.00 ","$8.64 ","$0.00 ","$0.00 "
"83","Northern Ohio","CLEVELAND","INDEPENDENCE BR","381666103","6509 BRECKSVILLE RD","INDEPENDENCE","OH","44131-4854","Aug-81","USPS (Not Roof)","3/1/2014","2/28/2019","P","P","Percentage","N","2","9","CARNEGIE PROPERTIES INC","D/B/A INDEPENDENCE SQUARE LLC","C/O CARNEGIE COMPANIES INC","6190 COCHRAN RD STE A","SOLON","OH","441393323","","17,179","19,850","$105,465.00 ","$6.14 ","$110,738.00 ","$6.45 "
"84","Northern Ohio","CLEVELAND","LAKEWOOD BRANCH","381666140","1475 WARREN RD","LAKEWOOD","OH","44107-9998","Feb-88","USPS (Not Roof)","9/1/2014","8/31/2019","A","A","Reimbursable","","","","PSENICKA FAMILY LIMITED PARTNERSHIP","117 DIANA DRIVE","","","POLAND","OH","445143710","","30,000","110,080","$244,163.60 ","$8.14 ","$0.00 ","$0.00 "
"85","Northern Ohio","CLEVELAND","LAKEWOOD PARKING SPCS","381666170","14985 Detroit Ave.","CLEVELAND","OH","44107-9998","","Landlord","6/1/1995","","X","Z","None Specified","N","","","CITY OF LAKEWOOD","12650 DETROIT AVE","","","LAKEWOOD","OH","441079999","","0","0","$7,000.00 ","$0.00 ","$0.00 ","$0.00 "
"86","Northern Ohio","CLEVELAND","NEWBURG STA ADDL PKG","381666181","BROADWAY AVE","CLEVELAND","OH","44105-9998","","USPS","8/1/2011","7/31/2016","X","Z","None Specified","N","1","5","PALADIN PROTECTIVE SYSTEMS","7680 HUB PKWY","","","VALLEY VIEW","OH","441255707","","0","16,100","$12,000.00 ","$0.75 ","$13,200.00 ","$0.82 "
"87","Northern Ohio","CLEVELAND","PARMA BRANCH","381666013","7801 DAY DR","CLEVELAND","OH","44129-9998","Feb-68","Landlord","3/1/2013","2/28/2018","P","P","None Specified","N","","","LAMED VAV LLC","AN OHIO LLC","SUITE 201","3681 S GREEN RD","BEACHWOOD","OH","441225716","","11,610","53,650","$28,000.00 ","$2.41 ","$1.00 ","$0.00 "
"88","Northern Ohio","CLEVELAND","PUBLIC SQ FINANCE STA","381666102","410 SUPERIOR AVE E","CLEVELAND","OH","44114-9998","Sep-01","Landlord","6/15/2015","6/14/2020","P","P","None Specified","","4","20","SKYLINE CLEVELAND","ACQUISITIONS INC","90 EGLINTON AVE E STE 800","","TORONTO","FC","","","7,128","12,128","$110,484.00 ","$15.50 ","$121,532.00 ","$17.05 "
"89","Northern Ohio","CLEVELAND","PURITAS PARK SNORKEL LN","381666194","14039 PURITAS AVE","Cleveland","OH","44135-9998","","USPS","11/15/1999","","X","Z","None Specified","","","","PURITAS PARK PLAZA LLC","22736 VANOWEN ST STE 100 B","","","WEST HILLS","CA","913072657","","0","800","$1,800.00 ","$2.25 ","$0.00 ","$0.00 "
"90","Northern Ohio","CLEVELAND","RICHMOND HEIGHTS BR","381666051","454 RICHMOND RD","CLEVELAND","OH","44143-9998","Jun-67","USPS (Not Roof)","7/1/2007","6/30/2017","B","B","Reimbursable","","","","GEORGE M AWAIS TRUST","AND OR NABILA RIZK AWAIS","22405 CANTERBURY LN","","SHAKER HEIGHTS","OH","441223903","","9,944","131,321","$115,560.00 ","$11.62 ","$0.00 ","$0.00 "
"91","Northern Ohio","CLEVELAND","RICHMOND HGT DRIVEWAY","381666173","454 RICHMOND ROAD","CLEVELAND","OH","44143-9998","","Landlord","6/1/2015","5/31/2020","X","P","None Specified","","","","CIPRIANI INVESTMENT CO LTD","25901 EMERY RD STE 115","","","WARRENSVILLE HEIGHTS","OH","441286213","","0","3,400","$3,000.00 ","$0.88 ","$0.00 ","$0.00 "
"92","Northern Ohio","CLEVELAND","ROCKY RIVER BR","381666092","19525 HILLIARD BLVD","ROCKY RIVER","OH","44116-9998","Oct-75","USPS (Not Roof)","8/1/2015","7/31/2020","B","B","None Specified","N","1","5","J LEONARD SPODEK","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","27,360","108,000","$60,000.00 ","$2.19 ","$65,000.00 ","$2.38 "
"93","Northern Ohio","CLEVELAND","TOWER CITY RETAIL CTR","381666192","50 PUBLIC SQ STE P1","CLEVELAND","OH","44113-2211","Oct-99","Landlord","10/1/2014","9/30/2019","P","P","None Specified","","","","RAISIN INDUSTRIES LLC","C/O BEDROCK DETROIT","1092 WOODWARD AVE","","DETROIT","MI","482261906","","212","212","$22,000.00 ","$103.77 ","$0.00 ","$0.00 "
"94","Northern Ohio","CLEVELAND","VMF EAST","381666184","16500 CHAGRIN BLVD STE 2","CLEVELAND","OH","44120-3767","Sep-97","Landlord","9/1/2012","8/31/2017","P","P","None Specified","","","","SHAKER CHAGRIN PARTNERS LLC","C/O FASS REAL ESTATE SERVICES","3705 LEE RD","","CLEVELAND","OH","441205124","","16,859","88,562","$149,800.00 ","$8.89 ","$0.00 ","$0.00 "
"95","Northern Ohio","CLEVELAND","VMF WEST","381666183","5320 COMMERCE PKWY W","CLEVELAND","OH","44130-1273","Apr-98","Landlord","4/15/2013","4/14/2018","P","P","None Specified","","2","10","PARMA COMMERCE PARKWAY WEST LTD","KOSCIELNY PROPERTY MGMT INC","24600 DETROIT RD STE 202","","WESTLAKE","OH","441452542","","19,036","46,174","$133,252.00 ","$7.00 ","$0.00 ","$0.00 "
"96","Northern Ohio","CLEVELAND","WILLOW FINANCE STA","381666025","5725 PORTAGE AVE","CLEVELAND","OH","44127-9998","Jun-62","USPS","6/15/2012","6/14/2017","P","P","Reimbursable","","1","5","GEORGE PETROW AND","LUDMILLA PETROW","PO BOX 621","","PAINESVILLE","OH","440770621","","5,522","19,599","$22,000.00 ","$3.98 ","$24,000.00 ","$4.35 "
"97","Northern Ohio","CLINTON","MAIN OFFICE","381687002","2733 W COMET RD","CLINTON","OH","44216-9998","Jul-76","Landlord","8/1/2011","7/31/2016","B","B","None Specified","N","1","5","JOHN F &/OR NORMA KERR","28401 CENTER RIDGE RD A-19","","","WESTLAKE","OH","441453858","","2,304","11,613","$18,168.00 ","$7.89 ","$19,104.00 ","$8.29 "
"98","Northern Ohio","CLOVERDALE","MAIN OFFICE","381694002","117 MAHONING ST","CLOVERDALE","OH","45827-9998","Dec-75","Landlord","12/1/2015","11/30/2020","P","P","Reimbursable","","1","5","EUGENE C DICKMAN","THERESA S DICKMAN","PO BOX 71","","KALIDA","OH","458530071","","1,056","8,760","$7,260.00 ","$6.88 ","$7,986.00 ","$7.56 "
"99","Northern Ohio","COLERAIN","MAIN OFFICE","381736002","72120 STATE ROUTE 250","COLERAIN","OH","43916-9800","Dec-72","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","1","5","CITIZENS SAVINGS BANK","PO BOX 10","","","MARTINS FERRY","OH","439350010","","828","1,879","$9,936.00 ","$12.00 ","$10,929.00 ","$13.20 "
"100","Northern Ohio","COLLINS","MAIN OFFICE","381750002","2728 N RAILROAD ST","COLLINS","OH","44826-9801","Jan-76","Landlord","1/1/2014","12/31/2018","P","P","None Specified","","","","BURCH FAMILY TRUST 6/7/2000","MICHAEL BURCH TRUSTEE","250 SCHADDEN RD","","ELYRIA","OH","440352205","","864","4,986","$7,800.00 ","$9.03 ","$0.00 ","$0.00 "
"101","Northern Ohio","COLTON","MAIN OFFICE LAND","381764002","637 HENRY STREET","COLTON","OH","43510-9998","","Landlord","8/1/2015","7/31/2020","X","Z","","Y","","","CECIL R BURKETT","PO BOX 52","","","COLTON","OH","435100052","","0","0","$2,400.00 ","$0.00 ","$0.00 ","$0.00 "
"102","Northern Ohio","COLUMBIANA","MAIN OFFICE","381771001","149 S MAIN ST STE 2","COLUMBIANA","OH","44408-9998","May-79","Landlord","12/1/2012","11/30/2017","P","P","None Specified","","","","BDH ENTERPRISES","153 S MAIN ST","","","COLUMBIANA","OH","444081349","","4,312","10,075","$39,900.00 ","$9.25 ","$0.00 ","$0.00 "
"103","Northern Ohio","COLUMBUS GROVE","MAIN OFFICE","381799001","122 N HIGH ST","COLUMBUS GROVE","OH","45830-9998","Nov-57","USPS","11/12/2009","11/11/2019","P","P","Reimbursable","","","","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","2,010","6,414","$17,040.00 ","$8.48 ","$0.00 ","$0.00 "
"104","Northern Ohio","CONTINENTAL","MAIN OFFICE","381869001","105 S MAIN ST","CONTINENTAL","OH","45831-9998","Nov-59","Landlord","4/1/2012","3/31/2017","P","P","None Specified","","1","5","RONALD L WINKLE","PO BOX 449","","","CONTINENTAL","OH","458310449","","1,737","1,737","$12,612.00 ","$7.26 ","$13,872.00 ","$7.99 "
"105","Northern Ohio","CONVOY","MAIN OFFICE","381876001","116 W TULLY ST","CONVOY","OH","45832-9998","Nov-54","USPS","4/1/2014","3/31/2019","B","B","None Specified","","1","5","RALPH V WATTS JR","2363 ALTON DARBY CREEK RD","","","HILLIARD","OH","430269434","","1,414","1,414","$9,191.00 ","$6.50 ","$9,650.00 ","$6.82 "
"106","Northern Ohio","CRESTON","MAIN OFFICE","381960002","122 S MAIN ST","CRESTON","OH","44217-9998","Jul-74","Shared","7/12/2011","7/11/2016","P","P","None Specified","N","","","CRESTON LEGION","POST 497 INC","GENERAL DELIVERY","","CRESTON","OH","442179999","","1,465","8,080","$10,500.00 ","$7.17 ","$11,400.00 ","$7.78 "
"107","Northern Ohio","CURTICE","MAIN OFFICE","382016001","7160 N LAKE ST","CURTICE","OH","43412-9998","Sep-60","USPS","11/18/2015","11/17/2020","P","P","None Specified","","","","CAR WAY ACCEPTANCE CORPORATION","PO BOX 167350","","","OREGON","OH","436167350","","2,160","11,550","$15,720.00 ","$7.28 ","$0.00 ","$0.00 "
"108","Northern Ohio","CUSTAR","MAIN OFFICE","382023001","8906 CUSTAR RD","CUSTAR","OH","43511-9998","Jun-71","Landlord","4/1/2012","3/31/2017","P","P","","","","","RICHARD K HOSTETTLER","8905 CUSTAR RD","","","CUSTAR","OH","435119701","","384","384","$3,600.00 ","$9.38 ","$0.00 ","$0.00 "
"109","Northern Ohio","CYGNET","MAIN OFFICE","382044001","335 FRONT ST","CYGNET","OH","43413-9998","Nov-54","Landlord","4/1/2016","3/31/2021","P","P","None Specified","","2","10","ANNE ELIZABETH PALMER","WILLIAM ZIMMERMAN","6811 HUFFMAN RD","","CYGNET","OH","434139731","","1,283","2,033","$5,610.00 ","$4.37 ","$6,171.00 ","$4.81 "
"110","Northern Ohio","DALTON","MAIN OFFICE","382058001","20 W MAIN ST","DALTON","OH","44618-9801","Sep-68","Landlord","10/1/2013","9/30/2018","P","P","None Specified","","","","J LEONARD SPODEK","C/O NATIONWIDE POSTAL MANAGEMENT","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","2,440","8,540","$18,600.00 ","$7.62 ","$0.00 ","$0.00 "
"111","Northern Ohio","DAMASCUS","MAIN OFFICE","382065001","16098 W SALEM ALLIANCE RD","DAMASCUS","OH","44619-9800","Mar-63","Landlord","6/1/2015","5/31/2020","P","P","None Specified","","2","10","BEVERLY MOSHER TRUST","P O BOX 73","","","SALEM","OH","444600073","","1,014","7,300","$8,669.00 ","$8.55 ","$8,913.00 ","$8.79 "
"112","Northern Ohio","DEERFIELD","MAIN OFFICE","382114001","1365 STATE ROUTE 14","DEERFIELD","OH","44411-9800","Sep-61","USPS (Not Roof)","8/1/2013","7/31/2018","P","P","None Specified","","1","5","1703 BROOK PARK REALTY CO","C/0 MARIO DE SENSI CPA INC.","10900 RIDGE ROAD","","NORTH ROYALTON","OH","441332921","","1,222","8,858","$9,600.00 ","$7.86 ","$10,000.00 ","$8.18 "
"113","Northern Ohio","DELLROY","MAIN OFFICE","382149001","3 MAIN ST","DELLROY","OH","44620-9801","Oct-58","USPS","11/1/2015","10/31/2020","P","P","Percentage","","","","HALL HOLDING COMPANY LLC","GARY L HALL/MGR","PO BOX 221","","DELLROY","OH","446200221","","600","1,900","$5,400.00 ","$9.00 ","$0.00 ","$0.00 "
"114","Northern Ohio","DESHLER","MAIN OFFICE","382191001","106 E MAIN ST","DESHLER","OH","43516-1286","Nov-59","USPS","11/16/2015","11/15/2020","P","P","Reimbursable","","","","DORSTEN ENTERPRISES INC","PO BOX 156","","","MINSTER","OH","458650156","","2,496","12,734","$12,600.00 ","$5.05 ","$0.00 ","$0.00 "
"115","Northern Ohio","DILLONVALE","MAIN OFFICE","382219001","132 SMITHFIELD ST","DILLONVALE","OH","43917-9800","May-65","Landlord","5/1/2015","4/30/2020","A","A","None Specified","","1","5","JOYCE A MERKEL","TRUST","230 CENTRAL AVE","","TILTONSVILLE","OH","439631061","","2,287","13,321","$18,000.00 ","$7.87 ","$20,000.00 ","$8.75 "
"116","Northern Ohio","DOLA","ADDITIONAL LAND ","382240003","9924 FRANKLIN AVE","DOLA","OH","45835-9998","","USPS","6/1/1996","5/31/2016","X","Z","None Specified","","","","SCOTT PROWANT","2527 MAIN ST","","","DOLA","OH","458359764","","0","100","$600.00 ","$6.00 ","$660.00 ","$6.60 "
"117","Northern Ohio","DOLA","MAIN OFFICE (LAND)","382240002","MAIN STREET","DOLA","OH","45835-9998","","USPS","6/1/1996","5/31/2016","Q","Z","None Specified","","","","FRANKLIN H BOEHM","AND PATRICIA S BOEHM","8906 COUNTY ROAD 14","","DUNKIRK","OH","458369753","","0","7,650","$2,400.00 ","$0.31 ","$2,820.00 ","$0.37 "
"118","Northern Ohio","DORSET","MAIN OFFICE","382254001","2477 STATE ROUTE 193","DORSET","OH","44032-9803","Jan-62","Landlord","9/1/2014","8/31/2019","P","P","None Specified","N","","","C C REALTY CO","2570 WOODVIEW DR","","","BROADVIEW HEIGHTS","OH","441471330","","1,299","8,644","$9,000.00 ","$6.93 ","$0.00 ","$0.00 "
"119","Northern Ohio","DOYLESTOWN","MAIN OFFICE","382275001","85 GATES ST","DOYLESTOWN","OH","44230-9998","Feb-77","Landlord","5/1/2015","4/30/2020","P","P","None Specified","","1","5","SERGIO OROZCO MD","14291 MANCHESTER DR","","","NAPLES","FL","341148625","","3,304","28,924","$28,084.00 ","$8.50 ","$30,892.00 ","$9.35 "
"120","Northern Ohio","DUNBRIDGE","MAIN OFFICE","382303002","10951 MIDDLETON PIKE","DUNBRIDGE","OH","43414-9998","Nov-94","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","1","5","TERRY L SPECK","22886 DUNBRIDGE RD","","","PERRYSBURG","OH","435519348","","883","12,000","$6,180.00 ","$7.00 ","$7,200.00 ","$8.15 "
"121","Northern Ohio","DUNDEE","MAIN OFFICE","382324001","6759 STATE ROUTE 93 NW","DUNDEE","OH","44624-9800","Jan-61","Landlord","1/1/2016","12/31/2020","P","P","None Specified","","","","DWANE A MAST","KRISTINA K MAST","6055 AMBER RD NW","","DUNDEE","OH","446248614","","800","3,848","$6,900.00 ","$8.63 ","$0.00 ","$0.00 "
"122","Northern Ohio","DUNKIRK","MAIN OFFICE","382338002","250 N MAIN ST","DUNKIRK","OH","45836-9998","Oct-07","Landlord","10/1/2007","9/30/2022","P","P","None Specified","","2","10","MICHAEL CRAMER","413 N MAIN ST","PO BOX 32","","DUNKIRK","OH","458360032","","4,240","18,000","$7,200.00 ","$1.70 ","$0.00 ","$0.00 "
"123","Northern Ohio","EAST CLARIDON","MAIN OFFICE","382373001","12442 OLD STATE RD","EAST CLARIDON","OH","44033-9800","Jul-52","Shared","7/1/2013","6/30/2018","P","P","None Specified","","","","ESTATE OF MICHAEL PITORAK","11360 MADISON RD","","","HUNTSBURG","OH","440469706","","384","5,000","$6,300.00 ","$16.41 ","$0.00 ","$0.00 "
"124","Northern Ohio","EAST LIVERPOOL","CALCUTTA BRANCH","382394004","15713 STATE ROUTE 170","EAST LIVERPOOL","OH","43920-9633","Mar-70","Landlord","3/1/2012","2/28/2017","P","P","Percentage","","","","1ST NATIONAL COMMUNITY BANK","PO BOX 796","","","EAST LIVERPOOL","OH","439205796","","3,205","11,238","$34,145.31 ","$10.65 ","$0.00 ","$0.00 "
"125","Northern Ohio","EAST LIVERPOOL","MAIN OFFICE","382394003","700 DRESDEN AVE","EAST LIVERPOOL","OH","43920-9998","Nov-68","Landlord","12/1/2013","11/30/2018","P","P","None Specified","","","","ASSET #20024 LLC","C/O NATIONWIDE POSTAL MGMT","123 GROVE AVE #222","","CEDARHURST","NY","115162302","","15,737","47,777","$41,000.00 ","$2.61 ","$0.00 ","$0.00 "
"126","Northern Ohio","EAST SPARTA","MAIN OFFICE","382429001","2039 WALNUT ST SE","EAST SPARTA","OH","44626-9800","Sep-50","USPS","8/1/2012","7/31/2017","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","PO BOX 710","","","SOMERSET","OH","437830710","","1,350","4,827","$10,125.00 ","$7.50 ","$0.00 ","$0.00 "
"127","Northern Ohio","EDON","MAIN OFFICE","382471001","102 N MICHIGAN ST","EDON","OH","43518-9998","Nov-54","USPS","2/1/2016","1/31/2021","P","P","Reimbursable","","","","PHILLIP L SURBEY","MELANIE L SURBEY","C AND P RENTALS","304 WALZ ST","EDON","OH","435189569","","1,155","1,155","$9,000.00 ","$7.79 ","$0.00 ","$0.00 "
"128","Northern Ohio","ELKTON","MAIN OFFICE","382513001","42188 STATE ROUTE 154","ELKTON","OH","44415-9800","Jul-74","Landlord","12/1/2015","11/30/2020","P","P","None Specified","","2","10","DALLAS E RHODES","38097 SALTWELL RD","","","LISBON","OH","444329481","","455","1,255","$3,490.00 ","$7.67 ","$3,893.00 ","$8.56 "
"129","Northern Ohio","ELLSWORTH","MAIN OFFICE","382527002","6036 S SALEM WARREN RD","ELLSWORTH","OH","44416-9997","Nov-77","Landlord","11/1/2011","10/31/2016","A","A","None Specified","","1","5","ELLSWORTH TOWNSHIP","PO BOX 122","","","ELLSWORTH","OH","444160122","","502","4,000","$4,320.00 ","$8.61 ","$4,320.00 ","$8.61 "
"130","Northern Ohio","ELMORE","MAIN OFFICE","382548001","328 RICE ST","ELMORE","OH","43416-9998","Dec-63","Landlord","12/1/2013","11/30/2018","P","P","None Specified","","1","5","MILLHIME PROPERTIES LLC","C/O LINDA A MILLHIME","429 PORT CLINTON RD","","WOODVILLE","OH","434699307","","2,350","4,270","$17,500.00 ","$7.45 ","$18,500.00 ","$7.87 "
"131","Northern Ohio","ELYRIA","NO RIDGEVILLE","382555007","34760 CENTER RIDGE RD","NORTH RIDGEVILLE","OH","44039-3184","Oct-83","Shared","10/1/2013","9/30/2018","A","A","None Specified","N","2","10","NORTHRIDGE PLAZA CO","3912 PROSPECT AVE E","","","CLEVELAND","OH","441152710","","10,933","48,600","$54,665.00 ","$5.00 ","$60,131.50 ","$5.50 "
"132","Northern Ohio","EMPIRE","MAIN OFFICE","382562001","170 NESSLEY ST","EMPIRE","OH","43926-9800","May-71","USPS","5/1/2014","4/30/2019","B","B","Reimbursable","","","","PAUL F DULING","AND/ OR JANET M DULING","6628 ROAD J6","","OTTAWA","OH","458759737","","768","6,000","$6,000.00 ","$7.81 ","$0.00 ","$0.00 "
"133","Northern Ohio","FARMER","MAIN OFFICE","382653001","3948 STATE ROUTE 2","FARMER","OH","43520-9998","Oct-80","Landlord","10/4/2007","","P","P","None Specified","","","","SHIRLEY J VANCE","PO BOX 133","","","FARMER","OH","435200113","","290","740","$3,000.00 ","$10.34 ","$0.00 ","$0.00 "
"134","Northern Ohio","FAYETTE","MAIN OFFICE","382667002","101 S CHERRY ST","FAYETTE","OH","43521-9998","Aug-74","Landlord","8/1/2014","7/31/2019","P","P","None Specified","","","","ARLENE J WILSON","7141 GILLINGHAM CT","","","SYLVANIA","OH","435601139","","2,120","4,905","$8,400.00 ","$3.96 ","$0.00 ","$0.00 "
"135","Northern Ohio","FINDLAY","MAIN OFFICE PARKING","382702001","300 WEST CRAWFORD STREET","FINDLAY","OH","45840-9998","","Landlord","8/1/2008","7/31/2023","X","A","Percentage","","","","MICHAEL S NEEDLER","MSN SOUTH WEST STREET LLC","400 CIMMARON CT","","FINDLAY","OH","458407026","","0","14,565","$14,400.00 ","$0.99 ","$0.00 ","$0.00 "
"136","Northern Ohio","FLAT ROCK","LAND","382716002","15909 JEFFERSON ST","FLAT ROCK","OH","44828-9800","","Landlord","1/1/2001","","Y","Z","None Specified","N","","","THOMPSON TOWNSHIP","PO BOX 68","","","FLAT ROCK","OH","448289998","","0","3,000","$600.00 ","$0.20 ","$0.00 ","$0.00 "
"137","Northern Ohio","FOREST","MAIN OFFICE","382751001","108 E LIMA ST","FOREST","OH","45843-9998","Nov-53","Landlord","10/3/2006","10/2/2016","P","P","None Specified","","","","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","1,195","889","$9,000.00 ","$7.53 ","$9,300.00 ","$7.78 "
